-0.928	 1.247
-1.383	 0.601
-0.570	 1.470
 1.205	-0.301
-1.234	 1.384
-1.348	 0.653
 0.520	-0.831
-1.016	-1.536
 0.945	 1.194
 0.734	 0.808
-0.675	 1.356
-1.184	 0.912
-0.614	-0.980
 0.813	 0.229
 0.437	 1.731
 1.401	 0.801
 0.740	 0.361
 1.707	-0.971
 1.461	-0.683
-1.209	-1.486
-0.877	 0.071
 1.220	-0.759
-0.569	-1.287
 1.635	 0.737
 1.614	-1.157
 0.196	 1.187
-0.862	-1.660
 1.579	 1.017
 0.699	-0.831
-0.662	-0.216
 0.772	-1.403
 0.993	-0.179
 1.598	 0.128
 0.377	 0.225
 0.200	 1.367
-0.068	-1.604
 0.265	-0.034
-1.204	 1.008
 0.141	-1.288
-0.615	-0.236
 1.447	-0.440
-0.776	-0.194
-0.707	-0.110
 1.548	 0.037
 1.228	 0.871
 1.622	 0.635
 0.939	 1.203
-0.677	 0.594
-1.139	-0.329
 1.049	 0.022
-0.160	 0.972
-1.163	 1.383
 1.370	-0.441
 0.594	-0.979
-1.324	 1.558
-0.255	 0.156
 0.941	 0.361
 0.430	 0.410
-1.095	 0.175
 0.559	 1.011
 1.014	-0.229
-1.510	 1.154
 0.747	-1.313
 0.026	-0.500
 0.803	 1.466
 0.867	 0.120
 0.124	 1.558
 1.671	-0.301
-0.587	 1.177
-0.584	-0.041
 1.389	 0.946
-0.814	 0.587
 0.928	 0.245
 1.301	-0.517
 0.137	-1.363
-1.445	-1.352
 1.411	-0.396
-1.249	 0.337
-0.977	-1.166
-0.545	-0.605
 0.029	-0.221
 1.674	 0.994
-0.260	-0.669
 0.944	 1.404
 0.507	-0.577
-0.200	-0.845
 0.595	 1.041
 1.175	 0.602
 0.718	-0.319
-0.862	-1.387
-0.438	 0.910
 1.067	 0.342
-0.882	-1.213
-1.719	 0.611
 0.704	 1.643
 0.467	-0.768
-0.065	 0.014
 1.288	-0.612
-0.876	 0.618
-0.059	-1.105
-0.764	 0.527
 0.818	 0.691
-0.973	-0.532
-0.613	-1.018
 0.150	-1.414
-1.095	-1.453
 0.002	-1.176
-0.127	-1.540
 1.053	-0.189
-0.824	 0.222
 1.247	-1.311
 0.413	 1.287
 0.580	-0.847
 0.307	-0.899
 1.034	-1.379
-1.014	 0.304
 0.345	-1.100
-0.729	-1.363
 0.466	 1.152
-0.435	-1.438
 0.522	-1.699
-0.295	-1.584
 1.329	 0.307
 1.401	 0.550
-0.586	 0.120
-0.775	 0.408
-0.834	-0.736
 0.216	-1.169
-0.023	 1.128
-0.644	 0.912
 0.652	 0.756
 0.196	-0.058
-1.085	 1.120
 1.473	 1.672
 0.191	-0.288
-0.793	 0.854
 1.194	 1.532
-1.465	-0.939
 0.492	-1.062
 0.785	-0.330
 1.658	-0.575
-0.424	 0.190
-0.449	 0.357
-1.034	 1.324
-1.627	-1.322
 0.944	-0.632
-0.682	 0.648
 1.227	-1.025
 0.114	 0.959
-0.666	 1.064
-0.781	 1.073
-0.811	 0.576
-1.029	-0.881
 1.695	-0.722
-1.513	 0.038
 0.676	-1.672
 1.271	-0.125
 0.706	-1.303
 0.675	 0.002
 1.534	 0.929
 1.356	 1.706
 1.266	-0.533
 1.061	-1.120
-0.154	 0.734
-1.367	 1.392
 1.330	 1.442
 0.072	-1.642
-1.519	 0.956
 0.487	 1.711
-0.121	-0.861
-1.549	-0.002
-1.519	-1.192
 0.762	 0.238
-1.061	-1.393
 0.544	 0.887
-0.287	-0.959
 0.525	-0.450
-0.863	 1.114
 1.035	 0.452
-0.288	-1.014
 0.138	 1.053
 1.341	 0.196
 0.600	-0.346
 0.369	 0.487
 1.697	 0.799
-1.229	 1.544
-0.001	-1.352
 1.032	-1.178
 1.223	 1.181
-1.328	 0.312
 1.627	 0.936
-0.032	-1.011
 0.120	 1.698
 1.444	 0.689
 1.715	 0.274
-1.639	 1.027
 1.026	 0.590
 1.594	-0.810
 1.444	-0.118
-0.018	-0.813
-0.779	-0.729
 0.172	-0.849
 0.816	 0.971
 1.518	 0.779
 1.445	 0.344
 0.831	-1.474
-0.227	-0.753
-0.457	-0.541
 0.594	 1.678
-0.213	 1.247
 0.109	 1.582
-1.616	-1.199
-0.995	 0.076
-1.127	 0.330
 0.099	-0.721
-0.990	-0.773
-0.811	 1.085
 0.166	-1.221
-0.196	 1.458
 1.629	 0.461
-0.642	-0.466
 1.186	-1.626
 1.349	 1.651
-1.262	 1.322
-0.029	-0.257
 1.613	-0.565
-0.819	-1.207
-0.964	-0.601
-0.298	-0.007
-1.028	-0.898
-0.055	 0.150
-0.747	-1.264
 1.678	-1.593
 0.734	-1.074
 1.366	-1.398
 1.337	-1.519
 1.155	-0.731
 0.267	-1.277
-0.381	-1.458
 1.421	-1.057
-1.266	-1.216
 0.652	-0.455
-1.171	 0.123
 0.318	 1.642
 0.096	 0.507
-1.088	-0.210
-0.321	 1.415
 1.720	 1.272
-1.592	 0.464
-0.971	 0.702
-0.967	 0.620
-0.834	 1.548
 0.405	-1.398
 1.030	 0.008
-1.700	 1.316
 1.396	 0.007
